name_th
บางบ่อวิทยาคม
บางบัวทอง
บางปลาม้า (สูงสุมารผดุงวิทย์)
บางปะกอกวิทยาคม
บางพลีราษฎร์บำรุง
บางมดวิทยา (สีสุกหวาดจวนอุปถัมภ์)
บางมูลนากภูมิวิทยาคม
บางละมุง
บ้านค่าย
บ้านฉางกาญจนกุลวิทยา
บ้านดุงวิทยา
บ้านตาก (ประชาวิทยาคาร)
บ้านแท่นวิทยา
บ้านนา นายกพิทยากร
บ้านบึง (อุตสาหกรรมนุเคราะห์)
บ้านไผ่
บ้านสวน (จั่นอนุสรณ์)
บ้านหมี่วิทยา
บำรุงอิสลาม
บุญวัฒนา
บุญวาทย์วิทยาลัย
บุรีรัมย์พิทยาคม
บูรณะรำลึก
เบญจมเทพอุทิศจังหวัดเพชรบุรี
เบญจมราชรังสฤษฎิ์
เบญจมราชรังสฤษฎิ์ 2
เบญจมราชานุสรณ์
เบญจมราชาลัย ในพระบรมราชูปถัมภ์
เบญจมราชูทิศ จังหวัดจันทบุรี
เบญจมราชูทิศ จังหวัดปัตตานี
เบญจมราชูทิศ นครศรีธรรมราช
เบญจมราชูทิศ ราชบุรี
เบ็ญจะมะมหาราช
เบิดพิทยาสรรค์
ปงรัชดาภิเษก
ปทุมคงคาสมุทรปราการ
ปทุมเทพวิทยาคาร
ปทุมพิทยาคม
ปทุมวิไล
ประโคนชัยพิทยาคม
ประจวบวิทยาลัย
ประถมปรีดาภรณ์
ประถมสาธิต มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา
ประสาทวิทยาคาร
ปราจิณราษฎรอำรุง
ปราจีนกัลยาณี
ปราโมชวิทยารามอินทรา
ปรินส์รอยแยลส์วิทยาลัย
ปลวกแดงพิทยาคม
ปลูกปัญญา
ป้อมนาคราชสวาทยานนท์
ปักธงชัยประชานิรมิต
ปัญญาทิพย์
ปัว
ปากเกร็ด
ปากคาดพิทยาคม
ปากช่อง
ปากพนัง
ปายวิทยาคาร
ปิยชาติพัฒนา ในพระราชูปถัมภ์ฯ
ปิยะมหาราชาลัย
เปรมประชาวัฒนา
ผดุงปัญญา
ผดุงราษฎร์
พนมไพรวิทยาคาร
พนมสารคาม (พนมอดุลวิทยา)
พนัสพิทยาคาร
พรตพิทยพยัต
พรเมตตาคริสเตียน
พรหมคีรีพิทยาคม
พรหมานุสรณ์จังหวัดเพชรบุรี
พระโขนงพิทยาลัย
พระครูพิทยาคม
พระตำหนักสวนกุหลาบ มหามงคล
พระนารายณ์
พระปฐมวิทยาลัย
พระแม่มารีสาทร
พระแม่มารีสาธุประดิษฐ์
พระหฤทัย เชียงใหม่
พระหฤทัยคอนแวนต์
พระหฤทัยดอนเมือง
พระหฤทัยนนทบุรี
พรานกระต่ายพิทยาคม
พลังราษฎร์พิทยาสรรพ์
พลูตาหลวงวิทยา
พะตงวิทยามูลนิธิ
พะเยาพิทยาคม
พัฒนานิคม
พัฒนาวิทยา
พัทลุง จังหวัดพัทลุง
พานพิทยาคม
พิจิตรพิทยาคม
พิชัย
พิชัยรัตนาคาร
พิบูลประชาสรรค์
พิบูลมังสาหาร
พิบูลวิทยาลัย
พิริยาลัยจังหวัดแพร่
พิษณุโลกพิทยาคม
พุนพินพิทยาคม
เพชรพิทยาคม
เพลินพัฒนา
โพฒิสารศึกษา
โพธาวัฒนาเสนี
โพธิ์ทองจินดามณี
โพธิสัมพันธ์พิทยาคาร
โพธิสารพิทยากร
โพนทองพัฒนาวิทยา
ไพศาลีพิทยา
ภาชี
ภูเก็ตวิทยาลัย
ภูเขียว
มกุฎเมืองราชวิทยาลัย
มงฟอร์ตวิทยาลัย
มหาวชิราวุธ จังหวัดสงขลา
มหิดลวิทยานุสรณ์
มัธยมจิตจัณ
มัธยมฐานบินกำแพงแสน
มัธยมด่านขุนทด
มัธยมตระการพืชผล
มัธยมตากสินระยอง
มัธยมประชานิเวศน์
มัธยมวัดดอนตูม
มัธยมวัดดุสิตาราม
มัธยมวัดนายโรง
มัธยมวัดบึงทองหลาง
มัธยมวัดเบญจมบพิตร
มัธยมวัดสิงห์
มัธยมวัดสุทธาราม
มัธยมวัดหนองแขม
มัธยมวัดหนองจอก
มัธยมวัดใหม่กรงทอง
มัธยมสาธิต มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา
มัธยมสาธิตมหาวิทยาลัยนเรศวร
มัธยมสาธิตมหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา
มัธยมสาธิตวัดพระศรีมหาธาตุ มหาวิทยาลัยราชภัฏพระนคร
มาแตร์เดอีวิทยาลัย
มาบตาพุดพันพิทยาคาร
มารีย์วิทยา
มารีย์อุปถัมภ์
มารีวิทย์ บ่อวิน
มารีวิทย์ สัตหีบ
มารีวิทยากบินทร์บุรี
มาเรียลัย
มาลาสวรรค์พิทยา
มุกดาหาร
มุสลิมพัฒนศาสตร์
มูลนิธิอาซิซสถาน
เมรี่อิมมาคุเลตคอนแวนต์
เมืองกระบี่
เมืองปราณบุรี
เมืองพญาแลวิทยา
เมืองพัทยา 11 (มัธยมสาธิตพัทยา)
แม่แจ่ม
แม่ใจวิทยาคม
แม่สะเรียง (บริพัตรศึกษา)
แม่สายประสิทธิ์ศาสตร์
ยโสธรพิทยาคม
ยอแซฟอุปถัมภ์
ยะหาศิรยานุกูล
ยานนาเวศวิทยาคม
ยุพราชวิทยาลัย
โยธินบูรณะ
โยนออฟอาร์ค
ร่องคำ
ร้อยเอ็ดวิทยาลัย
ระยองวิทยาคม
รักษ์วิทยา
รังษีวิทยา
รัฐราษฎร์อุปถัมภ์
รัตนโกสินทร์สมโภชบางขุนเทียน
รัตนโกสินทร์สมโภชบางเขน
รัตนบุรี
รัตนราษฎร์บำรุง
รัตนาเอื้อวิทยา
ราชโบริกานุเคราะห์
ราชประชาสมาสัย ฝ่ายมัธยม รัชดาภิเษก ในพระบรมราชูปถัมภ์
ราชวินิต มัธยม
ราชวินิตบางแก้ว
ราชวินิตบางเขน
ราชวินิตบางแคปานขำ
ราชสีมาวิทยาลัย
ราชินีบน
ราชินีบูรณะ
ราษฎร์นิยม
ราษีไศล
รุ่งอรุณ
เรณูนครวิทยานุกูล
เรยีนาเชลีวิทยาลัย
เร๊าะห์มานีย๊ะห์
ฤทธิยะวรรณาลัย
ฤทธิยะวรรณาลัย 2
ละหานทรายรัชดาภิเษก
ลาซาล
ลำปลายมาศ
ลำปางกัลยาณี
ลือคำหาญวารินชำราบ
ลืออำนาจวิทยาคม
เลยพิทยาคม
เลิงนกทา
วชิรธรรมสาธิต
วชิรวิทย์
วชิราวุธวิทยาลัย
วรนารีเฉลิม
วังไกลกังวล
วังจันทร์วิทยา
วังน้ำเย็นวิทยาคม
วังบ่อวิทยา
วังโป่งศึกษา
วัชรวิทยา
วัฒนธรรมอิสลาม
วัฒนานคร
วัฒนาวิทยาลัย
วัฒโนทัยพายัพ
วัดเขมาภิรตาราม
วัดจันดี
วัดทรงธรรม
วัดนวลนรดิศ
วัดประชานิมิตร
วัดป่าประดู่
วัดพุทธบูชา
วัดราชบพิธ
วัดราชโอรส
วัดไร่ขิงวิทยา
วัดสุทธิวราราม
วัดโสธรวรารามวรวิหาร
วัดห้วยจรเข้วิทยาคม
วาปีปทุม
วารีเชียงใหม่อินเตอร์เนชั่นแนล
วิชูทิศ
วิเชียรมาตุ
วิถีธรรมแห่งมหาวิทยาลัยราชภัฏสกลนคร
วิทยานุกูลนารี
วิทยาศาสตร์จุฬาภรณราชวิทยาลัย
วิทยาศาสตร์จุฬาภรณราชวิทยาลัย ชลบุรี
วิทยาศาสตร์จุฬาภรณราชวิทยาลัย เชียงราย
วิทยาศาสตร์จุฬาภรณราชวิทยาลัย ตรัง
วิทยาศาสตร์จุฬาภรณราชวิทยาลัย นครศรีธรรมราช
วิทยาศาสตร์จุฬาภรณราชวิทยาลัย บุรีรัมย์
วิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี
วิทยาศาสตร์จุฬาภรณราชวิทยาลัย พิษณุโลก
วิทยาศาสตร์จุฬาภรณราชวิทยาลัย เพชรบุรี
วิทยาศาสตร์จุฬาภรณราชวิทยาลัย มุกดาหาร
วิทยาศาสตร์จุฬาภรณราชวิทยาลัย ลพบุรี
วิทยาศาสตร์จุฬาภรณราชวิทยาลัย เลย
วิทยาศาสตร์จุฬาภรณราชวิทยาลัย สตูล
วินิตศึกษา ในพระราชูปถัมภ์ฯ
วิไลเกียรติอุปถัมภ์
วิสุทธรังษี
วิสุทธิกษัตรี
วีรวัฒน์โยธิน
เวียงแก่นวิทยาคม
เวียงป่าเป้าวิทยาคม
ศรัทธาสมุทร
ศรีพฤฒา
ศรียานุสรณ์
ศรียาภัย
ศรีราชา
ศรีสวัสดิ์วิทยาคาร
ศรีสองรักษ์วิทยา
ศรีสะเกษวิทยาลัย
ศรีสำโรงชนูปถัมภ์
ศรีอยุธยา ในพระอุปถัมภ์ฯ
ศึกษานารี
ศึกษานารีวิทยา
สกลนครพัฒนศึกษา
สกลราชวิทยานุกูล
สกลวิทยา
สงวนหญิง
สตรีชัยภูมิ
สตรีทุ่งสง
สตรีนครสวรรค์
สตรีนนทบุรี
สตรีประเสริฐศิลป์
สตรีพังงา
สตรีพัทลุง
สตรีภูเก็ต
สตรีมารดาพิทักษ์
สตรีราชินูทิศ
สตรีวรนาถบางเขน
สตรีวัดมหาพฤฒาราม ในพระบรมราชินูปถัมภ์
สตรีวัดระฆัง
สตรีวัดอัปสรสวรรค์
สตรีวิทยา
สตรีวิทยา 2
สตรีวิทยา 3
สตรีวิทยา 4
สตรีวิทยาอุปถัมภ์
สตรีวิทยาอุปถัมภ์ 2
สตรีศรีน่าน
สตรีศรีสุริโยทัย
สตรีศึกษา
สตรีเศรษฐบุตรบำเพ็ญ
สตรีสมุทรปราการ
สตรีสิริเกศ
สตรีอัปสรสวรรค์
สตรีอ่างทอง
สตรีอิสลามวิทยามูลนิธิ
สตึก
สตูลวิทยา
สภาราชินี จังหวัดตรัง
ส้มป่อยพิทยาคม
สมุทรปราการ
สมุทรสาครบูรณะ
สมุทรสาครวิทยาลัย
สรรพวิทยาคม
สระแก้ว
สระบุรีวิทยาคม
สวนกุหลาบวิทยาลัย
สวนกุหลาบวิทยาลัย (จิรประวัติ) นครสวรรค์
สวนกุหลาบวิทยาลัย ชลบุรี
สวนกุหลาบวิทยาลัย ธนบุรี
สวนกุหลาบวิทยาลัย นครศรีธรรมราช
สวนกุหลาบวิทยาลัย นนทบุรี
สวนกุหลาบวิทยาลัย เพชรบูรณ์
สวนกุหลาบวิทยาลัย รังสิต
สวนกุหลาบวิทยาลัย สมุทรปราการ
สวนกุหลาบวิทยาลัย สระบุรี
ส่วนบุญโญปถัมภ์ ลำพูน
สวนศรีวิทยา
สวรรค์อนันต์วิทยา
สหราษฎร์รังสฤษดิ์
สหวิทย์
สองพิทยาคม
สองภาษาระยอง
สะเดา
สังคมอิสลามวิทยา
สันกำแพง
สันติราษฎร์วิทยาลัย
สันป่าตองวิทยาคม
สา
สาธิต (พิบูลบำเพ็ญ) มหาวิทยาลัยบูรพา
สาธิตจุฬาลงกรณ์มหาวิทยาลัย
สาธิตชุมชนการเรียนรู้สมเด็จย่า วิทยาลัยโพธิวิชชาลัย มหาวิทยาลัยศรีนครินทรวิโรฒ แม่แจ่ม
สาธิตเตรียมวิศวกรรมและเทคโนโลยี มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน
สาธิตนวัตกรรม มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี
สาธิตนานาชาติ มหาวิทยาลัยมหิดล
สาธิตนานาชาติพระจอมเกล้า สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง
สาธิตปฐมวัย มหาวิทยาลัยราชภัฏพระนครศรีอยุธยา
สาธิตปฐมวัย มหาวิทยาลัยราชภัฏพิบูลสงคราม
สาธิตมหาวิทยาลัยกรุงเทพธนบุรี
สาธิตมหาวิทยาลัยขอนแก่น
สาธิตมหาวิทยาลัยขอนแก่น วิทยาเขตหนองคาย
สาธิตมหาวิทยาลัยเชียงใหม่
สาธิตมหาวิทยาลัยพะเยา
สาธิตมหาวิทยาลัยมหามกุฏราชวิทยาลัย
สาธิตมหาวิทยาลัยมหาสารคาม
สาธิตมหาวิทยาลัยราชภัฏกาญจนบุรี
สาธิตมหาวิทยาลัยราชภัฏจันทรเกษม
สาธิตมหาวิทยาลัยราชภัฏชัยภูมิ
สาธิตมหาวิทยาลัยราชภัฏเชียงราย
สาธิตมหาวิทยาลัยราชภัฏเชียงใหม่
สาธิตมหาวิทยาลัยราชภัฏเทพสตรี
สาธิตมหาวิทยาลัยราชภัฏเทพสตรี วัดพระพุทธบาท
สาธิตมหาวิทยาลัยราชภัฏธนบุรี สมุทรปราการ
สาธิตมหาวิทยาลัยราชภัฏนครปฐม
สาธิตมหาวิทยาลัยราชภัฏนครราชสีมา
สาธิตมหาวิทยาลัยราชภัฏนครศรีธรรมราช
สาธิตมหาวิทยาลัยราชภัฏนครสวรรค์
สาธิตมหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา
สาธิตมหาวิทยาลัยราชภัฏบุรีรัมย์
สาธิตมหาวิทยาลัยราชภัฏพิบูลสงคราม
สาธิตมหาวิทยาลัยราชภัฏเพชรบุรี
สาธิตมหาวิทยาลัยราชภัฏเพชรบูรณ์
สาธิตมหาวิทยาลัยราชภัฏภูเก็ต
สาธิตมหาวิทยาลัยราชภัฏมหาสารคาม
สาธิตมหาวิทยาลัยราชภัฏยะลา
สาธิตมหาวิทยาลัยราชภัฏร้อยเอ็ด
สาธิตมหาวิทยาลัยราชภัฏรำไพพรรณี
สาธิตมหาวิทยาลัยราชภัฏลำปาง
สาธิตมหาวิทยาลัยราชภัฏเลย
สาธิตมหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์
สาธิตมหาวิทยาลัยราชภัฏศรีสะเกษ
สาธิตมหาวิทยาลัยราชภัฏสงขลา
สาธิตมหาวิทยาลัยราชภัฏสวนสุนันทา
สาธิตมหาวิทยาลัยราชภัฏสุรินทร์
สาธิตมหาวิทยาลัยราชภัฏอุดรธานี
สาธิตมหาวิทยาลัยราชภัฏอุตรดิตถ์
สาธิตมหาวิทยาลัยราชภัฏอุบลราชธานี
สาธิตมหาวิทยาลัยรามคำแหง
สาธิตมหาวิทยาลัยศรีนครินทรวิโรฒ ปทุมวัน
สาธิตมหาวิทยาลัยศรีนครินทรวิโรฒ ประสานมิตร
สาธิตมหาวิทยาลัยศรีนครินทรวิโรฒ องครักษ์
สาธิตมหาวิทยาลัยศิลปากร
สาธิตมหาวิทยาลัยสงขลานครินทร์
สาธิตมัธยม มหาวิทยาลัยราชภัฏพระนครศรีอยุธยา
สาธิตละอออุทิศ นครนายก มหาวิทยาลัยสวนดุสิต
สาธิตละอออุทิศ มหาวิทยาลัยสวนดุสิต
สาธิตละอออุทิศ ลำปาง มหาวิทยาลัยสวนดุสิต
สาธิตละอออุทิศ สุพรรณบุรี มหาวิทยาลัยสวนดุสิต
สาธิตสถาบันการจัดการปัญญาภิวัฒน์
สาธิตแห่งมหาวิทยาลัยเกษตรศาสตร์ วิทยาเขตกำแพงแสน ศูนย์วิจัยและพัฒนาการศึกษา
สาธิตแห่งมหาวิทยาลัยเกษตรศาสตร์ ศูนย์วิจัยและพัฒนาการศึกษา
สาธิตแห่งมหาวิทยาลัยธรรมศาสตร์
สาธิตแห่งมหาวิทยาลัยนครพนม พนมพิทยพัฒน์
สาธิตแห่งมหาวิทยาลัยรังสิต
สาธิตแห่งมหาวิทยาลัยรังสิต เชียงใหม่
สาธิตแห่งมหาวิทยาลัยราชภัฏหมู่บ้านจอมบึง
สาธิตอิสลามศึกษา มหาวิทยาลัยสงขลานครินทร์
สามโคก
สามชุกรัตนโภคาราม
สามเสนวิทยาลัย
สามัคคีวิทยาคม
สามารถดีวิทยา
สายธรรมจันทร์
สายน้ำผึ้ง ในพระอุปถัมภ์ฯ
สายบุรีอิสลามวิทยา
สายปัญญา ในพระบรมราชินูปถัมภ์
สารคามพิทยาคม
สารภีพิทยคม
สารวิทยา
สารสาสน์บางบัวทอง
